Player-additional,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,ERA+,WAR,K%,BB%,K/BB,K9
abbotan01,Andrew Abbott*,25.0,CIN,NL,10.0,10.0,0.5,3.72,25.0,25.0,0.0,0.0,0.0,0.0,138.0,127.0,60.0,57.0,25.0,52.0,1.0,114.0,2.0,0.0,5.0,586.0,4.933,1.297,8.283,1.63,3.391,7.4,2.19,118.0,3.3,0.195,0.089,2.192,7.435
abreubr01,Bryan Abreu,27.0,HOU,AL,3.0,3.0,0.5,3.1,78.0,0.0,3.0,0.0,0.0,1.0,78.1,59.0,27.0,27.0,9.0,32.0,0.0,103.0,6.0,1.0,4.0,325.0,3.19,1.165,6.799,1.037,3.688,11.8,3.22,128.0,1.7,0.317,0.098,3.219,11.869
adamja01,Jason Adam,32.0,SDP/TBR,2LG,7.0,2.0,0.778,1.95,74.0,0.0,10.0,0.0,0.0,4.0,73.2,40.0,20.0,16.0,5.0,23.0,4.0,81.0,6.0,1.0,2.0,282.0,2.717,0.861,4.918,0.615,2.828,9.9,3.52,208.0,2.5,0.287,0.082,3.522,9.959
adamsau02,Austin Adams,33.0,OAK,AL,1.0,2.0,0.333,3.92,56.0,0.0,6.0,0.0,0.0,0.0,41.1,38.0,20.0,18.0,4.0,23.0,2.0,53.0,13.0,0.0,6.0,191.0,3.465,1.484,8.321,0.876,5.036,11.5,2.3,101.0,0.5,0.277,0.12,2.304,11.606
adonjo01,Joan Adon,25.0,WSN,NL,0.0,0.0,,6.75,8.0,1.0,5.0,0.0,0.0,0.0,10.2,12.0,8.0,8.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,48.0,5.649,1.569,10.588,1.765,3.529,5.1,1.5,62.0,-0.1,0.125,0.083,1.5,5.294
aguiaju01,Julian Aguiar,23.0,CIN,NL,2.0,1.0,0.667,6.25,7.0,7.0,0.0,0.0,0.0,0.0,31.2,30.0,22.0,22.0,8.0,12.0,1.0,19.0,5.0,0.0,1.0,140.0,6.369,1.346,8.654,2.308,3.462,5.4,1.58,71.0,-0.1,0.136,0.086,1.583,5.481
akinke01,Keegan Akin*,29.0,BAL,AL,3.0,1.0,0.75,3.32,66.0,0.0,21.0,0.0,0.0,1.0,78.2,55.0,31.0,29.0,9.0,19.0,1.0,97.0,2.0,0.0,4.0,313.0,2.844,0.946,6.33,1.036,2.187,11.1,5.11,113.0,1.1,0.31,0.061,5.105,11.164
alcaljo01,Jorge Alcalá,28.0,MIN,AL,4.0,3.0,0.571,3.24,54.0,0.0,5.0,0.0,0.0,0.0,58.1,40.0,23.0,21.0,8.0,20.0,1.0,58.0,3.0,0.0,4.0,235.0,3.926,1.033,6.196,1.239,3.098,8.9,2.9,129.0,1.4,0.247,0.085,2.9,8.985
aldegsa01,Sam Aldegheri*,22.0,LAA,AL,1.0,2.0,0.333,4.85,3.0,3.0,0.0,0.0,0.0,0.0,13.0,15.0,12.0,7.0,2.0,10.0,0.0,10.0,2.0,0.0,2.0,67.0,5.869,1.923,10.385,1.385,6.923,6.9,1.0,89.0,-0.3,0.149,0.149,1.0,6.923
alexasc02,Scott Alexander*,34.0,OAK,AL,1.0,3.0,0.25,2.56,45.0,0.0,9.0,0.0,0.0,0.0,38.2,31.0,14.0,11.0,3.0,15.0,7.0,31.0,2.0,0.0,2.0,160.0,3.676,1.204,7.304,0.707,3.534,7.2,2.07,155.0,1.2,0.194,0.094,2.067,7.304
alexaty01,Tyler Alexander*,29.0,TBR,AL,6.0,5.0,0.545,5.1,23.0,9.0,1.0,0.0,0.0,0.0,107.2,110.0,61.0,61.0,23.0,24.0,1.0,90.0,5.0,0.0,0.0,455.0,4.882,1.25,9.235,1.931,2.015,7.5,3.75,78.0,0.3,0.198,0.053,3.75,7.556
allarko01,Kolby Allard*,26.0,PHI,NL,2.0,0.0,1.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,27.0,34.0,15.0,15.0,5.0,8.0,0.0,23.0,0.0,0.0,0.0,117.0,4.693,1.556,11.333,1.667,2.667,7.7,2.88,82.0,0.2,0.197,0.068,2.875,7.667
allenlo01,Logan Allen*,27.0,ARI,NL,0.0,1.0,0.0,5.46,12.0,0.0,4.0,0.0,0.0,1.0,28.0,32.0,17.0,17.0,3.0,10.0,0.0,21.0,2.0,0.0,0.0,128.0,4.064,1.5,10.286,0.964,3.214,6.8,2.1,77.0,-0.1,0.164,0.078,2.1,6.75
allenlo02,Logan Allen*,25.0,CLE,AL,8.0,5.0,0.615,5.73,20.0,20.0,0.0,0.0,0.0,0.0,97.1,113.0,63.0,62.0,22.0,41.0,0.0,79.0,4.0,0.0,4.0,432.0,5.685,1.586,10.474,2.039,3.8,7.3,1.93,71.0,-1.0,0.183,0.095,1.927,7.322
almonye01,Yency Almonte,30.0,CHC,NL,1.0,0.0,1.0,3.45,17.0,0.0,2.0,0.0,0.0,1.0,15.2,9.0,7.0,6.0,1.0,8.0,1.0,20.0,2.0,0.0,1.0,67.0,2.903,1.118,5.329,0.592,4.737,11.5,2.5,118.0,0.1,0.299,0.119,2.5,11.842
alvarjo03,José Alvarado*,29.0,PHI,NL,2.0,5.0,0.286,4.09,66.0,0.0,21.0,0.0,0.0,13.0,61.2,49.0,30.0,28.0,6.0,28.0,1.0,63.0,1.0,0.0,4.0,258.0,3.688,1.258,7.206,0.882,4.118,9.2,2.25,100.0,0.3,0.244,0.109,2.25,9.265
alzolad01,Adbert Alzolay,29.0,CHC,NL,1.0,4.0,0.2,4.67,18.0,0.0,11.0,0.0,0.0,4.0,17.1,19.0,13.0,9.0,6.0,6.0,0.0,13.0,1.0,0.0,0.0,75.0,7.194,1.462,10.0,3.158,3.158,6.8,2.17,87.0,-0.6,0.173,0.08,2.167,6.842
anderch01,Chase Anderson,36.0,BOS/TEX,AL,0.0,2.0,0.0,5.4,29.0,1.0,23.0,0.0,0.0,3.0,58.1,55.0,41.0,35.0,12.0,21.0,1.0,42.0,4.0,0.0,3.0,255.0,5.424,1.308,8.52,1.859,3.253,6.5,2.0,79.0,-0.6,0.165,0.082,2.0,6.506
andergr01,Grant Anderson,27.0,TEX,AL,0.0,1.0,0.0,8.1,23.0,0.0,10.0,0.0,0.0,1.0,26.2,33.0,24.0,24.0,11.0,10.0,3.0,29.0,1.0,0.0,0.0,120.0,7.489,1.641,11.336,3.779,3.435,9.8,2.9,49.0,-1.1,0.242,0.083,2.9,9.962
anderju01,Justin Anderson,31.0,CHW,AL,1.0,2.0,0.333,4.39,56.0,0.0,14.0,0.0,0.0,1.0,53.1,48.0,29.0,26.0,5.0,32.0,1.0,57.0,3.0,0.0,1.0,242.0,3.985,1.507,8.136,0.847,5.424,9.6,1.78,94.0,0.5,0.236,0.132,1.781,9.661
anderni01,Nick Anderson,33.0,KCR,AL,3.0,1.0,0.75,4.04,37.0,0.0,19.0,0.0,0.0,1.0,35.2,35.0,17.0,16.0,6.0,15.0,1.0,29.0,1.0,0.0,1.0,153.0,4.947,1.42,8.949,1.534,3.835,7.3,1.93,106.0,0.3,0.19,0.098,1.933,7.415
andersh01,Shaun Anderson,29.0,MIA,2LG,0.0,2.0,0.0,8.27,6.0,2.0,3.0,0.0,0.0,0.0,16.1,34.0,19.0,15.0,3.0,1.0,0.0,10.0,1.0,0.0,2.0,85.0,4.466,2.174,19.006,1.677,0.559,5.5,10.0,55.0,-0.6,0.118,0.012,10.0,5.59
anderty01,Tyler Anderson*,34.0,LAA,AL,10.0,15.0,0.4,3.81,31.0,31.0,0.0,0.0,0.0,0.0,179.1,158.0,83.0,76.0,24.0,73.0,2.0,142.0,7.0,1.0,3.0,765.0,4.479,1.29,7.94,1.206,3.668,7.1,1.95,110.0,3.1,0.186,0.095,1.945,7.136
andrima01,Matt Andriese,34.0,MIA,NL,0.0,1.0,0.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,7.0,5.0,4.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,26.0,5.6,1.333,10.5,3.0,1.5,10.5,7.0,79.0,-0.1,0.269,0.038,7.0,10.5
armstsh01,Shawn Armstrong,33.0,CHC/STL/TBR,2LG,4.0,4.0,0.5,4.568,76.0,7.0,14.0,0.0,0.0,1.0,86.2,98.0,46.0,44.0,7.0,31.0,0.0,82.0,2.0,1.0,1.0,376.0,3.332,1.497,10.232,0.731,3.237,8.506,2.647,101.0,-0.0999999999999999,0.218,0.082,2.645,8.561
arrigsp01,Spencer Arrighetti,24.0,HOU,AL,7.0,13.0,0.35,4.53,29.0,28.0,0.0,0.0,0.0,0.0,145.0,139.0,80.0,73.0,21.0,65.0,0.0,171.0,7.0,0.0,3.0,632.0,3.969,1.407,8.628,1.303,4.034,10.6,2.63,87.0,0.3,0.271,0.103,2.631,10.614
ashbyaa01,Aaron Ashby*,26.0,MIL,NL,1.0,2.0,0.333,2.86,14.0,2.0,3.0,0.0,0.0,0.0,28.1,20.0,13.0,9.0,2.0,10.0,0.0,33.0,0.0,0.0,1.0,119.0,2.744,1.068,6.406,0.641,3.203,10.5,3.3,148.0,0.2,0.277,0.084,3.3,10.569
ashcrgr01,Graham Ashcraft,26.0,CIN,NL,5.0,5.0,0.5,5.24,15.0,15.0,0.0,0.0,0.0,0.0,77.1,89.0,50.0,45.0,11.0,27.0,0.0,57.0,6.0,0.0,4.0,350.0,4.527,1.505,10.389,1.284,3.152,6.6,2.11,84.0,0.3,0.163,0.077,2.111,6.654
assadja01,Javier Assad,26.0,CHC,NL,7.0,6.0,0.538,3.73,29.0,29.0,0.0,0.0,0.0,0.0,147.0,143.0,64.0,61.0,20.0,63.0,0.0,124.0,5.0,0.0,5.0,638.0,4.467,1.401,8.755,1.224,3.857,7.6,1.97,107.0,1.6,0.194,0.099,1.968,7.592
avilani01,Nick Avila,26.0,SFG,NL,1.0,0.0,1.0,8.49,8.0,0.0,4.0,0.0,0.0,0.0,11.2,17.0,12.0,11.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,55.0,3.725,1.786,13.661,1.607,2.411,10.8,4.67,47.0,-0.3,0.255,0.055,4.667,11.25
avilape01,Pedro Avila,27.0,CLE/SDP,2LG,6.0,1.0,0.857,3.81,54.0,0.0,17.0,0.0,0.0,1.0,82.2,73.0,38.0,35.0,8.0,36.0,1.0,82.0,4.0,0.0,7.0,353.0,3.684,1.326,7.993,0.876,3.942,8.9,2.28,108.0,0.5,0.232,0.102,2.278,8.978
bachala01,Lake Bachar,29.0,MIA,NL,0.0,1.0,0.0,3.86,10.0,0.0,0.0,0.0,0.0,0.0,9.1,10.0,5.0,4.0,2.0,4.0,0.0,11.0,0.0,0.0,0.0,40.0,4.858,1.538,9.89,1.978,3.956,10.6,2.75,121.0,0.1,0.275,0.1,2.75,10.879
bakerbr01,Bryan Baker,29.0,BAL,AL,1.0,1.0,0.5,5.01,19.0,0.0,4.0,0.0,0.0,0.0,23.1,20.0,14.0,13.0,3.0,7.0,0.0,23.0,0.0,0.0,0.0,93.0,3.706,1.169,7.792,1.169,2.727,8.9,3.29,76.0,-0.1,0.247,0.075,3.286,8.961
bandaan01,Anthony Banda*,30.0,LAD,NL,3.0,2.0,0.6,3.08,48.0,2.0,9.0,0.0,0.0,2.0,49.2,44.0,19.0,17.0,5.0,18.0,6.0,50.0,2.0,0.0,1.0,209.0,3.486,1.26,8.049,0.915,3.293,9.1,2.78,126.0,0.5,0.239,0.086,2.778,9.146
banksta01,Tanner Banks*,32.0,CHW/PHI,2LG,2.0,3.0,0.4,3.98,63.0,2.0,16.0,0.0,0.0,2.0,72.1,69.0,41.0,32.0,6.0,25.0,2.0,78.0,3.0,0.0,0.0,311.0,3.058,1.304,8.613,0.749,3.121,9.7,3.12,104.0,0.1,0.251,0.08,3.12,9.736
barlosc01,Scott Barlow,31.0,CLE,AL,3.0,3.0,0.5,4.25,63.0,0.0,15.0,0.0,0.0,2.0,55.0,44.0,27.0,26.0,6.0,31.0,1.0,68.0,4.0,0.0,2.0,241.0,3.736,1.364,7.2,0.982,5.073,11.1,2.19,96.0,0.2,0.282,0.129,2.194,11.127
barneja01,Jacob Barnes,34.0,WSN,NL,8.0,3.0,0.727,4.36,63.0,0.0,5.0,0.0,0.0,0.0,66.0,67.0,36.0,32.0,10.0,20.0,2.0,55.0,0.0,0.0,3.0,277.0,4.312,1.318,9.136,1.364,2.727,7.5,2.75,93.0,0.1,0.199,0.072,2.75,7.5
barnema01,Matt Barnes,34.0,WSN,NL,0.0,0.0,,6.75,14.0,0.0,8.0,0.0,0.0,0.0,13.1,16.0,11.0,10.0,1.0,4.0,0.0,10.0,0.0,1.0,2.0,60.0,3.482,1.527,10.992,0.687,2.748,6.8,2.5,61.0,-0.2,0.167,0.067,2.5,6.87
bassich01,Chris Bassitt,35.0,TOR,AL,10.0,14.0,0.417,4.16,31.0,31.0,0.0,0.0,0.0,0.0,171.0,180.0,91.0,79.0,18.0,70.0,2.0,168.0,16.0,2.0,2.0,758.0,3.732,1.462,9.474,0.947,3.684,8.8,2.4,97.0,-0.1,0.222,0.092,2.4,8.842
bassobr01,Brady Basso*,26.0,OAK,AL,1.0,1.0,0.5,4.03,7.0,4.0,2.0,0.0,0.0,0.0,22.1,23.0,10.0,10.0,3.0,5.0,0.0,19.0,0.0,0.0,1.0,93.0,3.824,1.267,9.367,1.222,2.036,7.7,3.8,99.0,0.3,0.204,0.054,3.8,7.738
baumami01,Mike Baumann,28.0,BAL/LAA/MIA/SEA,2LG,6.0,2.0,0.5833333333333334,5.548,114.0,0.0,30.0,0.0,0.0,0.0,116.2,118.0,80.0,72.0,18.0,56.0,2.0,116.0,8.0,0.0,12.0,528.0,4.563,1.497,9.139,1.394,4.337,8.923,2.068,72.0,-1.3,0.22,0.106,2.071,8.985
bazared01,Eduard Bazardo,28.0,SEA,AL,2.0,0.0,1.0,4.88,23.0,0.0,15.0,0.0,0.0,0.0,27.2,20.0,15.0,15.0,2.0,9.0,0.0,33.0,0.0,0.0,3.0,108.0,2.622,1.066,6.618,0.662,2.978,10.7,3.67,76.0,0.0,0.306,0.083,3.667,10.919
bazsh01,Shane Baz,25.0,TBR,AL,4.0,3.0,0.571,3.06,14.0,14.0,0.0,0.0,0.0,0.0,79.1,57.0,28.0,27.0,9.0,27.0,0.0,69.0,4.0,0.0,2.0,319.0,3.859,1.062,6.485,1.024,3.072,7.8,2.56,131.0,2.1,0.216,0.085,2.556,7.851
becktr01,Tristan Beck,28.0,SFG,NL,0.0,0.0,,1.69,7.0,1.0,2.0,0.0,0.0,0.0,16.0,14.0,3.0,3.0,2.0,4.0,0.0,14.0,1.0,0.0,0.0,67.0,3.725,1.125,7.875,1.125,2.25,7.9,3.5,234.0,0.5,0.209,0.06,3.5,7.875
bednada01,David Bednar,29.0,PIT,NL,3.0,8.0,0.273,5.77,62.0,0.0,45.0,0.0,0.0,23.0,57.2,54.0,40.0,37.0,9.0,28.0,3.0,58.0,3.0,0.0,2.0,262.0,4.586,1.434,8.497,1.416,4.406,9.1,2.07,73.0,-0.9,0.221,0.107,2.071,9.126
beedety01,Tyler Beede,31.0,CLE,AL,1.0,0.0,1.0,8.36,13.0,0.0,3.0,0.0,0.0,0.0,14.0,16.0,14.0,13.0,2.0,9.0,1.0,18.0,3.0,1.0,0.0,68.0,4.314,1.786,10.286,1.286,5.786,11.6,2.0,50.0,-0.7,0.265,0.132,2.0,11.571
beeksja02,Jalen Beeks*,30.0,COL/PIT,NL,7.0,4.0,0.636,4.5,71.0,0.0,27.0,0.0,0.0,10.0,70.0,77.0,42.0,35.0,6.0,27.0,2.0,55.0,3.0,0.0,7.0,312.0,3.8,1.486,9.9,0.771,3.471,7.1,2.04,100.0,0.1,0.176,0.087,2.037,7.071
bellobr01,Brayan Bello,25.0,BOS,AL,14.0,8.0,0.636,4.49,30.0,30.0,0.0,0.0,0.0,0.0,162.1,157.0,84.0,81.0,19.0,64.0,0.0,153.0,11.0,1.0,6.0,702.0,3.92,1.363,8.717,1.055,3.553,8.5,2.39,95.0,1.5,0.218,0.091,2.391,8.495
bellova01,Valente Bellozo,24.0,MIA,NL,3.0,4.0,0.429,3.67,13.0,13.0,0.0,0.0,0.0,0.0,68.2,69.0,31.0,28.0,15.0,21.0,1.0,44.0,2.0,0.0,0.0,295.0,5.593,1.32,9.106,1.979,2.771,5.8,2.1,124.0,1.5,0.149,0.071,2.095,5.806
bendean01,Anthony Bender,29.0,MIA,NL,5.0,2.0,0.714,4.08,59.0,0.0,10.0,0.0,0.0,1.0,53.0,50.0,25.0,24.0,3.0,18.0,1.0,59.0,4.0,0.0,2.0,228.0,2.628,1.283,8.491,0.509,3.057,10.0,3.28,111.0,0.9,0.259,0.079,3.278,10.019
bermujo01,Jonathan Bermúdez*,28.0,MIA,NL,0.0,1.0,0.0,8.1,3.0,1.0,1.0,0.0,0.0,0.0,6.2,11.0,6.0,6.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,33.0,6.971,2.097,15.968,2.903,2.903,5.4,2.0,59.0,-0.1,0.121,0.061,2.0,5.806
bernabr01,Brennan Bernardino*,32.0,BOS,AL,4.0,3.0,0.571,4.06,57.0,3.0,4.0,0.0,0.0,0.0,51.0,50.0,25.0,23.0,6.0,22.0,6.0,56.0,6.0,0.0,7.0,226.0,3.727,1.412,8.824,1.059,3.882,9.9,2.55,106.0,0.5,0.248,0.097,2.545,9.882
berrijo01,José Berríos,30.0,TOR,AL,16.0,11.0,0.593,3.6,32.0,32.0,0.0,1.0,0.0,0.0,192.1,168.0,79.0,77.0,31.0,54.0,1.0,153.0,13.0,0.0,1.0,786.0,4.448,1.156,7.871,1.452,2.53,7.2,2.83,112.0,2.2,0.195,0.069,2.833,7.168
berropr01,Prelander Berroa,24.0,CHW,AL,1.0,0.0,1.0,3.32,17.0,0.0,3.0,0.0,0.0,0.0,19.0,15.0,7.0,7.0,2.0,13.0,1.0,26.0,1.0,0.0,0.0,83.0,3.784,1.474,7.105,0.947,6.158,12.3,2.0,126.0,0.4,0.313,0.157,2.0,12.316
bibeeta01,Tanner Bibee,25.0,CLE,AL,12.0,8.0,0.6,3.47,31.0,31.0,0.0,0.0,0.0,0.0,173.2,150.0,70.0,67.0,22.0,44.0,0.0,187.0,8.0,0.0,2.0,710.0,3.354,1.12,7.794,1.143,2.286,9.7,4.25,117.0,2.7,0.263,0.062,4.25,9.717
bickfph01,Phil Bickford,28.0,NYY,AL,0.0,0.0,,8.64,8.0,0.0,4.0,0.0,0.0,0.0,8.1,10.0,9.0,8.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,39.0,3.594,1.358,11.111,1.111,1.111,6.5,6.0,50.0,-0.3,0.154,0.026,6.0,6.667
bidoos01,Osvaldo Bido,28.0,OAK,AL,5.0,3.0,0.625,3.41,16.0,9.0,3.0,0.0,0.0,0.0,63.1,43.0,25.0,24.0,3.0,26.0,1.0,63.0,7.0,0.0,3.0,259.0,2.957,1.094,6.133,0.428,3.708,9.0,2.42,116.0,1.7,0.243,0.1,2.423,8.986
biebesh01,Shane Bieber,29.0,CLE,AL,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,45.0,0.017,0.917,7.5,0.0,0.75,15.0,20.0,,0.7,0.444,0.022,20.0,15.0
bielabr01,Brandon Bielak,28.0,HOU/OAK,AL,1.0,0.0,1.0,5.16,16.0,0.0,9.0,0.0,0.0,0.0,29.2,39.0,17.0,17.0,5.0,13.0,0.0,14.0,2.0,0.0,1.0,140.0,5.703,1.781,12.021,1.541,4.007,4.2,1.08,78.0,0.1,0.1,0.093,1.077,4.315
biggehu01,Hunter Bigge,26.0,TBR,2LG,0.0,0.0,,2.6,19.0,1.0,11.0,0.0,0.0,1.0,17.1,17.0,5.0,5.0,2.0,5.0,0.0,24.0,0.0,0.0,2.0,73.0,2.691,1.287,8.947,1.053,2.632,12.5,4.8,160.0,0.4,0.329,0.068,4.8,12.632
birdja01,Jake Bird,28.0,COL,NL,2.0,2.0,0.5,4.5,35.0,0.0,5.0,0.0,0.0,1.0,40.0,43.0,21.0,20.0,5.0,25.0,1.0,31.0,4.0,0.0,1.0,185.0,5.05,1.7,9.675,1.125,5.625,7.0,1.24,103.0,0.3,0.168,0.135,1.24,6.975
birdsha01,Hayden Birdsong,22.0,SFG,NL,5.0,6.0,0.455,4.75,16.0,16.0,0.0,0.0,0.0,0.0,72.0,57.0,39.0,38.0,11.0,43.0,0.0,88.0,4.0,0.0,4.0,315.0,4.433,1.389,7.125,1.375,5.375,11.0,2.05,81.0,0.3,0.279,0.137,2.047,11.0
bivensp01,Spencer Bivens,30.0,SFG,NL,3.0,1.0,0.75,3.14,27.0,2.0,8.0,0.0,0.0,1.0,48.2,47.0,20.0,17.0,9.0,11.0,1.0,37.0,1.0,0.0,0.0,202.0,4.677,1.203,8.776,1.68,2.054,6.8,3.36,123.0,0.6,0.183,0.054,3.364,6.909
blachty01,Ty Blach*,33.0,COL,NL,3.0,8.0,0.273,6.94,20.0,12.0,4.0,0.0,0.0,0.0,71.1,103.0,55.0,55.0,17.0,18.0,0.0,36.0,6.0,0.0,1.0,330.0,5.955,1.702,13.038,2.152,2.278,4.5,2.0,67.0,-0.7,0.109,0.055,2.0,4.557
blackma01,Mason Black,24.0,SFG,NL,1.0,5.0,0.167,6.44,9.0,8.0,0.0,0.0,0.0,0.0,36.1,46.0,26.0,26.0,7.0,15.0,0.0,31.0,3.0,0.0,0.0,169.0,5.15,1.69,11.468,1.745,3.74,7.7,2.07,60.0,-0.6,0.183,0.089,2.067,7.729
blackpa01,Paul Blackburn,30.0,NYM/OAK,2LG,5.0,4.0,0.556,4.66,14.0,14.0,0.0,0.0,0.0,0.0,75.1,76.0,41.0,39.0,12.0,21.0,0.0,59.0,3.0,0.0,0.0,316.0,4.445,1.292,9.108,1.438,2.517,7.0,2.81,85.0,0.4,0.187,0.066,2.81,7.071
blalobr01,Bradley Blalock,23.0,COL,NL,1.0,3.0,0.25,5.87,7.0,6.0,0.0,0.0,0.0,0.0,30.2,35.0,22.0,20.0,4.0,20.0,0.0,20.0,1.0,0.0,0.0,147.0,5.484,1.821,10.43,1.192,5.96,5.9,1.0,80.0,-0.2,0.136,0.136,1.0,5.96
blancro01,Ronel Blanco,30.0,HOU,AL,13.0,6.0,0.684,2.8,30.0,29.0,1.0,1.0,1.0,0.0,167.1,114.0,56.0,52.0,22.0,68.0,0.0,166.0,2.0,0.0,3.0,676.0,4.046,1.089,6.14,1.185,3.662,8.9,2.44,141.0,4.5,0.246,0.101,2.441,8.941
blewesc01,Scott Blewett,28.0,MIN,AL,1.0,1.0,0.5,1.77,12.0,0.0,4.0,0.0,0.0,0.0,20.1,17.0,5.0,4.0,2.0,8.0,2.0,18.0,1.0,0.0,0.0,85.0,3.797,1.244,7.612,0.896,3.582,8.0,2.25,238.0,0.8,0.212,0.094,2.25,8.06
blossja01,Jake Bloss,23.0,HOU,AL,0.0,1.0,0.0,6.94,3.0,3.0,0.0,0.0,0.0,0.0,11.2,16.0,9.0,9.0,5.0,3.0,0.0,11.0,0.0,0.0,2.0,55.0,7.743,1.696,12.857,4.018,2.411,8.5,3.67,59.0,-0.2,0.2,0.055,3.667,8.839
boltoco01,Cody Bolton,26.0,SEA,AL,0.0,0.0,,4.34,17.0,0.0,5.0,0.0,0.0,0.0,18.2,18.0,11.0,9.0,3.0,9.0,0.0,17.0,0.0,0.0,0.0,83.0,4.858,1.484,8.901,1.484,4.451,8.2,1.89,86.0,-0.1,0.205,0.108,1.889,8.407
booseca01,Cam Booser*,32.0,BOS,AL,2.0,3.0,0.4,3.38,43.0,0.0,7.0,0.0,0.0,1.0,42.2,41.0,17.0,16.0,5.0,16.0,1.0,43.0,0.0,0.0,0.0,183.0,3.74,1.351,8.744,1.066,3.412,9.1,2.69,127.0,0.8,0.235,0.087,2.688,9.171
borucry01,Ryan Borucki*,30.0,PIT,NL,0.0,0.0,,7.36,14.0,0.0,3.0,0.0,0.0,0.0,11.0,14.0,10.0,9.0,2.0,4.0,0.0,13.0,1.0,0.0,0.0,51.0,4.191,1.636,11.455,1.636,3.273,10.6,3.25,59.0,-0.4,0.255,0.078,3.25,10.636
bowmama01,Matt Bowman,33.0,ARI/BAL/MIN,2LG,2.0,0.0,1.0,3.948,46.0,2.0,11.0,0.0,0.0,0.0,54.2,44.0,24.0,24.0,9.0,24.0,2.0,44.0,4.0,0.0,0.0,233.0,4.963,1.255,7.306,1.494,3.985,7.221,1.837,107.0,0.7,0.189,0.103,1.833,7.306
boydma01,Matthew Boyd*,33.0,CLE,AL,2.0,2.0,0.5,2.72,8.0,8.0,0.0,0.0,0.0,0.0,39.2,32.0,16.0,12.0,4.0,13.0,0.0,46.0,2.0,1.0,0.0,166.0,3.074,1.148,7.347,0.918,2.985,10.4,3.54,151.0,0.7,0.277,0.078,3.538,10.561
boylejo01,Joe Boyle,24.0,OAK,AL,3.0,6.0,0.333,6.42,13.0,10.0,0.0,0.0,0.0,0.0,47.2,42.0,35.0,34.0,4.0,40.0,0.0,56.0,4.0,1.0,7.0,226.0,4.371,1.737,8.008,0.763,7.627,10.6,1.4,62.0,-0.5,0.248,0.177,1.4,10.678
bradfco01,Cody Bradford*,26.0,TEX,AL,6.0,3.0,0.667,3.54,14.0,13.0,0.0,0.0,0.0,0.0,76.1,64.0,32.0,30.0,10.0,13.0,0.0,70.0,1.0,0.0,1.0,308.0,3.481,1.012,7.569,1.183,1.537,8.3,5.38,112.0,1.1,0.227,0.042,5.385,8.279
bradiky01,Kyle Bradish,27.0,BAL,AL,2.0,0.0,1.0,2.75,8.0,8.0,0.0,0.0,0.0,0.0,39.1,27.0,12.0,12.0,2.0,15.0,0.0,53.0,3.0,0.0,2.0,163.0,2.205,1.074,6.215,0.46,3.453,12.1,3.53,138.0,1.0,0.325,0.092,3.533,12.199
bradlta01,Taj Bradley,23.0,TBR,AL,8.0,11.0,0.421,4.11,25.0,25.0,0.0,0.0,0.0,0.0,138.0,122.0,68.0,63.0,22.0,47.0,0.0,154.0,3.0,0.0,4.0,578.0,3.962,1.225,7.957,1.435,3.065,10.0,3.28,97.0,1.6,0.266,0.081,3.277,10.043
brasiry01,Ryan Brasier,36.0,LAD,NL,1.0,0.0,1.0,3.54,29.0,4.0,3.0,0.0,0.0,0.0,28.0,22.0,12.0,11.0,3.0,5.0,0.0,25.0,0.0,0.0,1.0,110.0,3.243,0.964,7.071,0.964,1.607,8.0,5.0,110.0,0.2,0.227,0.045,5.0,8.036
brazohu01,Huascar Brazobán,34.0,MIA/NYM,NL,1.0,3.0,0.25,3.83,39.0,0.0,4.0,0.0,0.0,0.0,51.2,38.0,26.0,22.0,2.0,25.0,0.0,51.0,3.0,0.0,4.0,217.0,3.08,1.23,6.68,0.352,4.395,8.9,2.04,113.0,0.3,0.235,0.115,2.04,8.965
brebbjo01,John Brebbia,34.0,ATL/CHW,2LG,0.0,6.0,0.0,5.86,59.0,0.0,22.0,0.0,0.0,2.0,55.1,56.0,36.0,36.0,11.0,19.0,0.0,67.0,3.0,0.0,1.0,242.0,4.298,1.361,9.147,1.797,3.103,10.9,3.53,71.0,-0.5,0.277,0.079,3.526,10.944
breweco01,Colten Brewer,31.0,CHC,NL,0.0,0.0,,5.66,16.0,0.0,8.0,0.0,0.0,1.0,20.2,24.0,16.0,13.0,1.0,9.0,0.0,22.0,1.0,0.0,1.0,95.0,2.902,1.634,10.693,0.446,4.01,9.6,2.44,71.0,-0.6,0.232,0.095,2.444,9.802
